unit,page,part,language_name,lang_code,text
MAT/MA156-Points,1,1,Azerbaijani / Azeri,aze-QAZ,Kalkulyatorclose
MAT/MA156-Points,1,2,Azerbaijani / Azeri,aze-QAZ,PISA 2022
MAT/MA156-Points,1,3,Azerbaijani / Azeri,aze-QAZ,"XALLAR
Zedlandiyanın basketbol komandası haqqında yerli qəzetdə aşağıdakı xəbər başlıqları çıxmışdı.
ZEDLAND TIMES
Basketbol Komandası Çempionluq Qazandı!
Bu mövsümün bütün oyunlarında qalib oldu.
Bu mövsümdə orta hesabla 19 qalibiyyət marjası qazandı.
Qalibiyyət marjası bir oyunda udan komandanın qazandığı xallarla uduzan komandanın qazandığı xallar arasındakı fərqdir."
MAT/MA156-Points,1,4,Azerbaijani / Azeri,aze-QAZ,"Xallar  Sual 1 / 1
Sağdakı ""Xallar""-a istinad edin. Suala cavab vermək üçün seçiminizi klikləyin və cavabınızı izah edin.
Mövsüm üçün verilən orta qalibiyyət marjasına əsasən, mümkündürmü ki, komanda əslində heç vaxt bir oyunu 19 xalla udmayıb?
Bəli
Xeyr
Cavabınızı izah edin."
MAT/MA156-Points,1,5,Azerbaijani / Azeri,aze-QAZ,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA156-Points,1,2,Basque,eus-ESP,PISA
MAT/MA156-Points,1,3,Basque,eus-ESP,"PUNTUAK
Zedlandiako saskibaloi-taldeari buruzko titular hauek agertu dira bertako egunkarian.
ZEDLANDIA EGUNKARIA
Saskibaloi-taldeak txapelketa irabazi du!
Denboraldi honetako partida guztiak irabazi ditu.
19 puntuko batez besteko garaipen-marjina denboraldi honetan.
Garaipen-marjina partida bateko talde irabazleak lortutako puntuen kopuruaren eta talde galtzaileak lortutakoaren arteko aldea da."
MAT/MA156-Points,1,4,Basque,eus-ESP,"Puntuak  Galdera 1 / 1
Begiratu ""Puntuak"" egoerari eskuinean. Egin klik aukera batean eta, ondoren, idatzi azalpen bat, galderari erantzuteko.
Denboraldi honetako batez besteko garaipen-marjina kontuan hartuta, posible al da taldeak partida bat 19 puntuko aldeaz inoiz irabazi ez izana?
Bai
Ez
Azaldu zure erantzuna."
MAT/MA156-Points,1,5,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA156-Points,1,2,Bokmål,nob-NOR,PISA
MAT/MA156-Points,1,3,Bokmål,nob-NOR,"POENG
I lokalavisa stod følgende overskrifter om Zedlands basketballag.
ZEDLAND TIDENDE
Basketballaget vant tittelen!
Vant alle kampene denne sesongen.
Gjennomsnittlig seiersmargin var på 19 poeng denne sesongen.
Seiersmargin er differansen mellom det antallet mål vinnerlaget scoret og det antallet mål det tapende laget scoret i én kamp."
MAT/MA156-Points,1,4,Bokmål,nob-NOR,"Poeng  Spørsmål 1 / 1
Les ""Poeng"" til høyre. Svar på spørsmålet ved å klikke på et av alternativene, og begrunn deretter svaret ditt.
Ut fra den gjennomsnittlige seiersmarginen for denne sesongen, er det mulig at laget faktisk aldri vant en kamp med 19 poeng?
Ja
Nei
Begrunn svaret ditt."
MAT/MA156-Points,1,5,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Bosnian,bos-BIH,Digitronclose
MAT/MA156-Points,1,2,Bosnian,bos-BIH,PISA 2022
MAT/MA156-Points,1,3,Bosnian,bos-BIH,"POENI
U lokalnim novinama pojavili su se sljedeći naslovi o košarkaškom timu Zedlanda.
ZEDLANDSKI GLAS
Košarkaški tim osvaja prvenstvo!
Pobijedili u svakoj utakmici ove sezone.
Pobjeđivali s prosječnom koš-razlikom od 19 poena ove sezone.
Koš-razlika jeste razlika između broja poena pobjedničkog tima i broja poena koji je postigao tim koji je izgubio, u jednoj utakmici."
MAT/MA156-Points,1,4,Bosnian,bos-BIH,"Poeni  Pitanje 1 / 1
Koristi informacije iz teksta „Poeni” s desne strane. Odgovori na pitanje klikom na jednu od ponuđenih opcija, a zatim ukucaj objašnjenje.
Uzimajući u obzir prosječnu koš-razliku za cijelu sezonu, da li je moguće da ovaj tim, u stvari, nikad nije dobio neku utakmicu s 19 poena razlike?
Da
Ne
Objasni svoj odgovor."
MAT/MA156-Points,1,5,Bosnian,bos-BIH,"C
(
)
x2
yx
√x
1/x
π
:
7
8
9
·
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Bulgarian,bul-BGR,Калкулаторclose
MAT/MA156-Points,1,2,Bulgarian,bul-BGR,PISA
MAT/MA156-Points,1,3,Bulgarian,bul-BGR,"ТОЧКИ
Следните новини за баскетболния отбор на Зедландия се появили в местния вестник.
ЗЕДЛАНДИЯ ДНЕС
Баскетболният ни отбор спечели шампионата!
Печели всеки мач този сезон.
Има средно 19 точки преднина при спечелен мач този сезон.
Преднина при спечелен мач е разликата между точките, отбелязани от спечелилия отбор и точките, отбелязани от загубилия отбор за един мач."
MAT/MA156-Points,1,4,Bulgarian,bul-BGR,"Точки  Въпрос 1 / 1
Използвайте ""Точки"" вдясно. Кликнете върху отговора, който смятате за правилен, и след това се аргументирайте.
Като се има предвид средната преднина при спечелен мач за сезона, възможно ли е отборът никога да не е спечелил мач с 19 точки разлика?
Да
Не
Обяснете своя отговор."
MAT/MA156-Points,1,5,Bulgarian,bul-BGR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Catalan,cat-ESP,Calculadoraclose
MAT/MA156-Points,1,2,Catalan,cat-ESP,PISA
MAT/MA156-Points,1,3,Catalan,cat-ESP,"PUNTS
Els titulars següents sobre l'equip de bàsquet de Zedlàndia s'han publicat al diari local.
DIARI DE ZEDLÀNDIA
L'equip de bàsquet guanya el campionat!
Ha guanyat tots els partits d'aquesta temporada.
Amb una mitjana de 19 punts d'avantatge.
L'avantatge és la diferència entre el nombre de punts marcats per l'equip guanyador i el nombre de punts marcats per l'equip perdedor en un partit."
MAT/MA156-Points,1,4,Catalan,cat-ESP,"Punts  Pregunta 1 / 1
Consulta ""Punts"" a la dreta. Clica una opció i escriu una explicació per respondre la pregunta.
Tenint en compte la mitjana de punts d'avantatge durant la temporada, és possible que l'equip no hagi guanyat cap partit per 19 punts d'avantatge?
Sí
No
Raona la resposta."
MAT/MA156-Points,1,5,Catalan,cat-ESP,"C
(
)
x2
yx
√x
1/x
π
/
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Chinese,zho-CHN,计算器close
MAT/MA156-Points,1,2,Chinese,zho-CHN,PISA
MAT/MA156-Points,1,3,Chinese,zho-CHN,"得分
当地报纸刊登了以下关于西德兰篮球队的头条新闻。
西德兰时报
篮球队赢得冠军！
在本赛季每场比赛中胜出。
本赛季平均净胜分为 19 分。
净胜分是指在一场比赛中，获胜球队得分数与落败球队得分数之间的差。"
MAT/MA156-Points,1,4,Chinese,zho-CHN,"得分  问题 1 / 1
根据右侧的材料“得分”， 点击一个选项，然后用键盘输入解释来回答本题。
就本赛季的平均净胜分来看，这支球队是否有可能从未在实际中以 19 分的优势赢得某场比赛？
是
否
解释你的答案。"
MAT/MA156-Points,1,5,Chinese,zho-CHN,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Croatian,hrv-HRV,Kalkulatorclose
MAT/MA156-Points,1,2,Croatian,hrv-HRV,PISA
MAT/MA156-Points,1,3,Croatian,hrv-HRV,"Koševi  Pitanje 1 / 1
Prouči ""Koševe"" na desnoj strani. Odgovori na pitanje klikom na jedan od ponuđenih odgovora, a zatim utipkaj obrazloženje.
S obzirom na prosječnu koš-razliku ove sezone, je li moguće da ova momčad zapravo nikada nije dobila utakmicu s 19 koševa razlike?
Da
Ne
Obrazloži svoj odgovor:"
MAT/MA156-Points,1,4,Croatian,hrv-HRV,"KOŠEVI
Košarkaška momčad Zedlandije osvanula je na naslovnici lokalnih novina.
ZEDLANDIJSKI LIST
Košarkaška momčad osvaja prvenstvo!
Dobivene sve utakmice sezone.
Prosječna koš-razlika u sezoni: 19 koševa.
Koš-razlika je razlika između broja koševa koji je postigla pobjednička momčad i broja koševa koji je postigla gubitnička momčad u jednoj utakmici."
MAT/MA156-Points,1,5,Croatian,hrv-HRV,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Czech,ces-CZE,Kalkulačkaclose
MAT/MA156-Points,1,2,Czech,ces-CZE,PISA
MAT/MA156-Points,1,3,Czech,ces-CZE,"BODY
Zedlandské basketbalové družstvo se dostalo na první stránky místního deníku.
ZEDLANDSKÝ ZPRAVODAJ
Basketbalové družstvo vyhrálo ligu!
Vyhrálo každý zápas sezóny
Průměrný bodový rozdíl při výhře za celou sezónu - 19 bodů
Bodový rozdíl při výhře je rozdíl mezi počtem bodů nastřílených vítězným družstvem a počtem bodů nastřílených poraženým družstvem během zápasu."
MAT/MA156-Points,1,4,Czech,ces-CZE,"Body  Otázka 1 / 1
Prostuduj si úlohu „Body“ na pravé straně. Odpověz na otázku kliknutím na jednu z možností a svoji odpověď vysvětli.
Je možné, že družstvo (ve skutečnosti) nikdy nevyhrálo zápas o 19 bodů, vycházíme-li z průměrného bodového rozdílu při výhře v této sezóně?
Ano
Ne
Svou odpověď vysvětli."
MAT/MA156-Points,1,5,Czech,ces-CZE,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
·
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Danish,dan-DNK,Lommeregnerclose
MAT/MA156-Points,1,2,Danish,dan-DNK,PISA
MAT/MA156-Points,1,3,Danish,dan-DNK,"POINT
De følgende overskrifter om basketballholdet fra Zedland blev bragt i den lokale avis.
ZEDLAND TIDENDE
Basketballhold vinder mesterskabet!
Har vundet alle kampe i denne sæson
Har i gennemsnit en sejrsmargin på 19 point i denne sæson.
Sejrsmargin er forskellen mellem antal point scoret af det vindende hold og antal point scoret af det tabende hold i én kamp."
MAT/MA156-Points,1,4,Danish,dan-DNK,"Point  Spørgsmål 1 / 1
Tag udgangspunkt i ""Point"" vist til højre. Klik på en svarmulighed og skriv så en forklaring for at besvare spørgsmålet.
Er det muligt, at holdet rent faktisk aldrig vandt en kamp med 19 point, på baggrund af den gennemsnitlige sejrsmargin for sæsonen?
Ja
Nej
Begrund dit svar."
MAT/MA156-Points,1,5,Danish,dan-DNK,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Dutch,nld-NLD,Rekenmachineclose
MAT/MA156-Points,1,2,Dutch,nld-NLD,PISA
MAT/MA156-Points,1,3,Dutch,nld-NLD,"PUNTEN
De volgende krantenkoppen over het basketbalteam van Zedland verschenen in de plaatselijke krant.
ZEDLAND NIEUWS
Basketbalteam wint kampioenschap!
Elke wedstrijd van dit seizoen gewonnen.
Gemiddelde winstmarge van 19 punten dit seizoen.
Winstmarge is het verschil tussen het aantal punten dat is gescoord door het winnende team en het aantal punten dat is gescoord door het verliezende team in één wedstrijd."
MAT/MA156-Points,1,4,Dutch,nld-NLD,"Punten  Vraag 1 / 1
Raadpleeg 'Punten' aan de rechterkant. Beantwoord de vraag door één van de opties aan te klikken en typ vervolgens je uitleg.
Is het, gezien de gemiddelde winstmarge van dit seizoen, mogelijk dat het team eigenlijk nooit een wedstrijd met 19 punten verschil won?
Ja
Nee
Leg je antwoord uit."
MAT/MA156-Points,1,5,Dutch,nld-NLD,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,English,eng-CAN,Calculatorclose
MAT/MA156-Points,1,2,English,eng-CAN,PISA
MAT/MA156-Points,1,3,English,eng-CAN,"POINTS
The following headlines about the Zedland basketball team appeared in the local newspaper.
ZEDLAND TIMES
Basketball Team Wins Championship!
Won every game this season.
Averaged a 19-point margin of victory this season.
Margin of victory is the difference between the number of points scored by the winning team and the number of points scored by the losing team in one game."
MAT/MA156-Points,1,4,English,eng-CAN,"Points  Question 1 / 1
Refer to “Points” on the right. Click on a choice and then type an explanation to answer the question.
Given the average margin of victory for the season, is it possible that the team never actually won a game by 19 points?
Yes
No
Explain your answer."
MAT/MA156-Points,1,5,English,eng-CAN,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Estonian,est-EST,Kalkulaatorclose
MAT/MA156-Points,1,2,Estonian,est-EST,PISA
MAT/MA156-Points,1,3,Estonian,est-EST,"PUNKTID
Kohalikus ajalehes ilmusid Zedlandi korvpallimeeskonna kohta järgmised pealkirjad.
ZEDLANDI UUDISED
Korvpallimeeskond võitis meistrivõistlused!
Sellel hooajal võitis meeskond kõik mängud.
Mängud võideti sel hooajal keskmiselt 19-punktise ülekaaluga.
Ülekaal on võitjameeskonna visatud punktide arvu ja kaotajameeskonna visatud punktide arvu vahe ühes mängus."
MAT/MA156-Points,1,4,Estonian,est-EST,"Punktid  Küsimus 1 / 1
Toetu materjalile „Punktid” paremal. Küsimusele vastamiseks klõpsa ühte vastusevarianti ja seejärel kirjuta põhjendus.
Kas on võimalik, vaadates keskmist ülekaalu sellel hooajal, et meeskond ei võitnud tegelikult ühtegi mängu 19 punktiga?
Jah
Ei
Põhjenda vastust."
MAT/MA156-Points,1,5,Estonian,est-EST,"C
(
)
x2
yx
√x
1/x
π
/
7
8
9
*
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Finnish,fin-FIN,Laskinclose
MAT/MA156-Points,1,2,Finnish,fin-FIN,PISA
MAT/MA156-Points,1,3,Finnish,fin-FIN,"PISTEET
Paikallisessa sanomalehdessä oli seuraavat otsikot Zedlandian koripallojoukkueesta.
ZEDLANDIAN SANOMAT
Koripallojoukkue voitti mestaruuden!
Voitti jokaisen ottelun tällä kaudella.
Piste-ero oli keskimäärin 19 pistettä tällä kaudella.
Piste-ero on voittajajoukkueen saamien pisteiden ja hävinneen joukkueen saamien pisteiden erotus yhdessä ottelussa."
MAT/MA156-Points,1,4,Finnish,fin-FIN,"Pisteet  Tehtävä 1 / 1
Tarkastele oikealla olevaa ""Pisteet""-aineistoa. Vastaa napsauttamalla yhtä vaihtoehtoa ja kirjoita sitten perustelusi tyhjään tilaan.
Kun otetaan huomioon kauden keskimääräinen piste-ero, onko mahdollista, että joukkue ei koskaan voittanut ottelua 19 pisteellä?
Kyllä
Ei
Perustele vastauksesi."
MAT/MA156-Points,1,5,Finnish,fin-FIN,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,French,fra-FRA,Calculatriceclose
MAT/MA156-Points,1,2,French,fra-FRA,PISA
MAT/MA156-Points,1,3,French,fra-FRA,"POINTS
L'équipe de basketball de Zedlande fait les gros titres du journal local.
ZEDLANDE INFO
L'équipe de basket remporte le championnat !
Victorieuse à chaque match de la saison
Avec 19 points d'écart en moyenne
L'écart de points est la différence entre le nombre de points marqués par l'équipe gagnante et le nombre de points marqués par l'équipe perdante lors d'un match."
MAT/MA156-Points,1,4,French,fra-FRA,"Points   Question 1 / 1
Utilisez les informations fournies sous « Points » à droite. Cliquez sur la réponse de votre choix, puis tapez votre explication.
Compte tenu de la moyenne des écarts de points cette saison, est-il possible que l'équipe n'ait en réalité jamais gagné un match en menant de 19 points ?
Oui
Non
Expliquez votre réponse."
MAT/MA156-Points,1,5,French,fra-FRA,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Galician,glg-ESP,Calculadoraclose
MAT/MA156-Points,1,2,Galician,glg-ESP,PISA
MAT/MA156-Points,1,3,Galician,glg-ESP,"PUNTOS
Os seguintes titulares sobre o equipo de baloncesto de Zedland apareceron no xornal local.
DIARIO DE ZEDLAND
O equipo de baloncesto gaña o campionato!
Gañou todos os partidos desta tempada.
Obtivo de media 19 puntos de marxe de vitoria esta tempada.
A marxe de vitoria é a diferenza entre o número de puntos anotados polo equipo gañador e o número de puntos anotados polo equipo perdedor nun partido."
MAT/MA156-Points,1,4,Galician,glg-ESP,"Puntos  Pregunta 1 / 1
Consulta o artigo ""Puntos"" da dereita. Fai clic nunha opción e escribe unha explicación para responderes a pregunta.
Tendo en conta a media da marxe de vitoria para a tempada, é posible que o equipo nunca tivese gañado un partido por 19 puntos?
Si
Non
Explica a túa resposta."
MAT/MA156-Points,1,5,Galician,glg-ESP,"C
(
)
x2
yx
√x
1/x
π
/
7
8
9
*
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Georgian,geo-GEO,კალკულატორიclose
MAT/MA156-Points,1,2,Georgian,geo-GEO,PISA 2022
MAT/MA156-Points,1,3,Georgian,geo-GEO,"ქულები
ადგილობრივ გაზეთში ზედლანდის კალათბურთის გუნდის შესახებ შემდეგი სათაურები გამოჩნდა.
ზედლანდის მაცნე
კალათბურთის გუნდი ჩემპიონატში იმარჯვებს!
სეზონის ყველა თამაში მოგებულია.
საშუალოდ 19-ქულიანი უპირატესობა ამ სეზონში.
ქულების უპირატესობა არის გამარჯვებული გუნდის მიერ მოპოვებულ ქულებსა და დამარცხებული გუნდის მიერ მოპოვებულ ქულებს შორის სხვაობა ერთ თამაშში."
MAT/MA156-Points,1,4,Georgian,geo-GEO,"ქულები  შეკითხვა 1 / 1
გამოიყენეთ მარჯვნივ გამოტანილი დავალება „ქულები“. დააჭირეთ არჩევანს და შემდეგ დაწერეთ თქვენი პასუხის დასაბუთება.
ამ სეზონის ქულების საშუალო უპირატესობიდან გამომდინარე, შესაძლებელია თუ არა, რომ გუნდს არასოდეს მოუგია თამაში 19 ქულით?
დიახ
არა
დაასაბუთეთ თქვენი პასუხი."
MAT/MA156-Points,1,5,Georgian,geo-GEO,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,German,deu-DEU,Taschenrechnerclose
MAT/MA156-Points,1,2,German,deu-DEU,PISA
MAT/MA156-Points,1,3,German,deu-DEU,"PUNKTE
Die folgenden Schlagzeilen über die Basketballmannschaft von Zedland erschienen in der Lokalzeitung.
ZEDLAND NACHRICHTEN
Basketballmannschaft gewinnt die Meisterschaft!
Jedes Spiel in dieser Saison gewonnen.
Durchschnittlich 19 Punkte Vorsprung in dieser Saison.
Der Punktevorspung ist die Differenz der Punkte, die die siegreiche Mannschaft in einem Spiel erzielt hat und den Punkten, die von der Verlierermannschaft erzielt wurden."
MAT/MA156-Points,1,4,German,deu-DEU,"Punkte  Frage 1 / 1
Beziehe dich auf „Punkte“ auf der rechten Seite. Klicke eine Antwort an und gib dann eine Erklärung ein, um die Frage zu beantworten.
Ist es angesichts des durchschnittlichen Punktevorsprungs in der Saison möglich, dass die Mannschaft kein einziges Spiel tatsächlich mit 19 Punkten Vorsprung gewonnen hat?
Ja
Nein
Erkläre deine Antwort."
MAT/MA156-Points,1,5,German,deu-DEU,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Greek,ell-GRC,Κομπιουτεράκιclose
MAT/MA156-Points,1,2,Greek,ell-GRC,PISA
MAT/MA156-Points,1,3,Greek,ell-GRC,"Πόντοι  Ερώτηση 1 / 1
Να λάβεις υπόψη το «Πόντοι» στα δεξιά. Κάνε κλικ σε μια επιλογή και μετά πληκτρολόγησε μια εξήγηση, για να απαντήσεις στην ερώτηση.
Λαμβάνοντας υπόψη το μέσο περιθώριο νίκης για τη σεζόν, είναι πιθανόν η ομάδα να μην κέρδισε ποτέ στην πραγματικότητα ένα παιχνίδι με διαφορά 19 πόντων;
Ναι
Όχι
Να αιτιολογήσεις την απάντησή σου."
MAT/MA156-Points,1,4,Greek,ell-GRC,"ΠΟΝΤΟΙ
Η ομάδα μπάσκετ της χώρας Ζεντ βρίσκεται στο πρωτοσέλιδο της τοπικής εφημερίδας.
ΤΑ ΝΕΑ ΤΗΣ ΖΕΝΤ
Η ομάδα μπάσκετ πήρε το πρωτάθλημα!
Κέρδισε όλα τα παιχνίδια της σεζόν.
Με 19 πόντους μέσο περιθώριο νίκης.
Το περιθώριο νίκης είναι η διαφορά ανάμεσα στον αριθμό των πόντων που βάζει η νικήτρια ομάδα και τον αριθμό των πόντων που βάζει η ηττημένη ομάδα, κατά τη διάρκεια ενός παιχνιδιού."
MAT/MA156-Points,1,5,Greek,ell-GRC,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Hebrew,heb-ISR,מחשבוןclose
MAT/MA156-Points,1,2,Hebrew,heb-ISR,PISA 2022
MAT/MA156-Points,1,3,Hebrew,heb-ISR,"נקודות
נבחרת הכדורסל של זדלנד עלתה לכותרות הראשיות בעיתון המקומי.
ידיעות זדלנד
נבחרת הכדורסל זכתה באליפות!
ניצחה בכל המשחקים העונה.
השיגה הפרש נקודות ממוצע של 19 נקודות.
הפרש הנקודות הוא הפער בין מספר הנקודות שהשיגה הנבחרת המנצחת לבין מספר הנקודות שהשיגה הנבחרת המפסידה באותו משחק."
MAT/MA156-Points,1,4,Hebrew,heb-ISR,"נקודות  שאלה 1 מתוך 1
היעזרו בקטע ""נקודות"" שבצד שמאל. כדי לענות על השאלה, סמנו את תשובתכם והקלידו את ההסבר.
לפי הנתון על הפרש הנקודות הממוצע לעונה זו, האם ייתכן שלמעשה הנבחרת לא ניצחה בשום משחק בהפרש של 19 נקודות?
כן
לא
הסבירו את תשובתכם."
MAT/MA156-Points,1,5,Hebrew,heb-ISR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Hungarian,hun-HUN,Számológépclose
MAT/MA156-Points,1,2,Hungarian,hun-HUN,PISA
MAT/MA156-Points,1,3,Hungarian,hun-HUN,"PONTOK
Zedország kosárcsapata a helyi újság címlapjára került.
Zedországi Hírlap
Bajnok lett a kosárlabdacsapat!
A szezon minden mérkőzését megnyerte.
Az átlagos pontkülönbség 19 pont volt.
Pontkülönbség alatt a győztes és a vesztes csapat által szerzett pontok különbségét értjük."
MAT/MA156-Points,1,4,Hungarian,hun-HUN,"Pontok  Kérdés 1 / 1
A jobbra látható „Pontok"" című szöveg alapján válaszolj a kérdésre! A kérdés megválaszolásához kattints az egyik válaszlehetőségre, majd gépelj be egy magyarázatot!
Ilyen átlagos pontkülönbség mellett lehetséges-e, hogy a szezonban a csapat egyszer sem nyert éppen 19 ponttal?
Igen
Nem
Indokold meg a válaszodat!"
MAT/MA156-Points,1,5,Hungarian,hun-HUN,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA156-Points,1,1,Icelandic,isl-ISL,Reiknivélclose
MAT/MA156-Points,1,2,Icelandic,isl-ISL,PISA
MAT/MA156-Points,1,3,Icelandic,isl-ISL,"STIG
Eftirfarandi fyrirsagnir um körfuboltalið Setulands birtust í Setulandsfréttum.
SETULANDSFRÉTTIR
Körfuboltaliðið vinnur meistaratitil!
Vann alla leiki á keppnistímabilinu.
Sigraði að meðaltali með 19 stiga mun á keppnistímabilinu.
Stigamunur er munurinn á fjölda stiga sem sigurliðið skorar og fjölda stiga sem tapliðið skorar í einum leik."
MAT/MA156-Points,1,4,Icelandic,isl-ISL,"Stig  Spurning 1 / 1
Skoðaðu „Stig“ hér til hægri. Smelltu á valmöguleika og ritaðu síðan útskýringu til að svara spurningunni.
Miðað við hvað liðið sigraði með miklum stigamun að meðaltali, er þá hugsanlegt að liðið hafi í rauninni aldrei unnið leik með 19 stiga mun?
Já
Nei
Útskýrðu svar þitt."
MAT/MA156-Points,1,5,Icelandic,isl-ISL,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA156-Points,1,1,Indonesian,ind-IDN,Kalkulatorclose
MAT/MA156-Points,1,2,Indonesian,ind-IDN,PISA 2022
MAT/MA156-Points,1,3,Indonesian,ind-IDN,"SKOR PERTANDINGAN
Berikut ini halaman muka koran setempat tentang tim basket Zedland.
HARIAN ZEDLAND
Tim Basket Kita Juara!
Selalu menang setiap pertandingan pada musim ini.
Rata-rata beda kemenangan pada musim ini adalah 19 poin.
Beda kemenangan adalah selisih antara skor tim yang menang dengan skor tim yang kalah pada suatu pertandingan."
