unit,page,part,language_name,lang_code,text
R557-CowsMilk,4,1,Japanese,jap-JPN,PISA
R557-CowsMilk,4,2,Japanese,jap-JPN,"牛乳
下の文章を読んで、 「次へ」ボタンをクリックしてください。
アナ、クリス、サムの 3 人は、コーヒーショップの店長が牛乳の販売をやめると決めたことについて話をしています。 サムは「牛乳の値段が高くなってるんじゃないかな。」と言いました。 クリスはスマートフォンを見ながら、 「それもあるかもしれないけど、僕も牛乳についてウェブ検索をしたんだ。 その理由がわかるかもしれないもっと最近の記事があるから、リンクをメールで送るね。」と言いました。
アナとサムはクリスから送られたリンクを開いて、「牛乳は“不要”！」という記事を読みました。
「次へ」ボタンをクリックして、二つ目の資料を読んでください。"
R557-CowsMilk,5,1,Japanese,jap-JPN,PISA
R557-CowsMilk,5,2,Japanese,jap-JPN,"産直ファーム乳業
牛乳は“不要”！"
R557-CowsMilk,5,3,Japanese,jap-JPN,"牛乳 問 3 / 7
右の「牛乳は“不要”！」を読んで、 下の表の中から、次の問いの答えをクリックしてください。
下の文は、ドクター・ガルザがこの記事を書いた目的を説明していますか。 それぞれの文について、「はい」または「いいえ」のどちらかをクリックしてください。
次の文は記事の目的を表していますか。
はい
いいえ
乳製品が健康全般に及ぼす良い効果を疑問視すること
社会の人々に牛乳を飲むことを今すぐやめるよう推奨すること
牛乳についての多様な調査結果を議論すること
牛乳やその他の乳製品の研究が行われていないことを指摘すること"
R557-CowsMilk,5,4,Japanese,jap-JPN,"www.farmtomarketdairy.com
産直ファーム乳業
会社概要
商品
栄養について
牛乳の栄養価　長所がいっぱい！
産直ファーム乳業の乳製品には、カルシウム、タンパク質、ビタミン D、ビタミン B12、リボフラビン、カリウムなどの極めて重要な栄養素が含まれています。 これらのビタミンやミネラルを含む産直ファーム乳業の乳製品は、健康的な食生活に欠かせない食品です。 産直ファーム乳業の乳製品を毎日摂取することで、体に必要なビタミンやミネラルを確実にとることができます。
産直ファーム乳業の乳製品には痩せやすくする効果があり、健康的な体重の維持に役立ちます。 牛乳は骨の強度と密度を高めます。 さらに循環器系疾患やガンの予防にも効果があります。 コップ 1 杯の牛乳は、ビタミン、ミネラルを豊富に含み、健康増進の成分が豊富に含まれているのです。
カリフォルニア大学アーバイン校で小児科学の臨床准教授を務める医学博士のビル・シアーズ氏によれば、牛乳で多くの重要な栄養素を手軽に摂ることができるそうです。 国際乳製品協会 （IDFA） もこの意見に賛同しています。 さらに IDFA は、保健の専門家や団体の多くもこれに同意していると述べています。
「牛乳には 9 種類の必須栄養素がすべて含まれています。 カルシウムやビタミン D の補給源として秀でているだけでなく、ビタミン A、タンパク質、カリウムの補給源としても優れています。 医師も乳製品を推奨しています。 健康的な食生活における乳製品の役割は、栄養学界と科学界において古くから確立されてきました。 その中には、米国骨粗しょう症財団、公衆衛生局長官、アメリカ国立衛生研究所、全米医師学術評議会をはじめとする、多くの主要な保健機関が含まれています。」
2007 年 9 月 27 日　国際乳製品協会 （IDFA）"
R557-CowsMilk,5,5,Japanese,jap-JPN,"www.healthjournal.com/milk
ヘルスジャーナル
牛乳は“不要”！
健康レポーター　ドクター・ R ・ガルザ
アメリカに住む多くの人々にとって、牛乳は生活に大きくかかわっています。 赤ちゃんは哺乳ビンで牛乳を飲みます。 子どもはシリアルに牛乳をかけて食べます。 大人も時々冷たい牛乳を好んで飲みます。 事実、世界のあちこちで、牛乳は人間の食生活に欠かせないものになっているのです。 しかし、よくあるアメリカの宣伝文句の、牛乳は「体に良いもの」という主張が、そうではないかもしれないことを示唆する調査が、次々に発表されています。
アメリカ農務省、全国酪農協議会、乳製品マネジメント株式会社やその他の機関は、牛乳を支持する活動に長年尽くしてきました。 彼らは、成人が 1 日あたり少なくとも 3 杯の牛乳を飲むことを推奨してきました。 しかし、ここ 10 年間で行われた研究の中には、骨を強くする効能などの牛乳の健康効果を疑問視するものがいくつかあります。 そうした結果に、あなたは驚くかもしれません。
牛乳を飲むことの影響に関する最も新しく最も重要な研究の一つが、2014  年10月発行の『ブリティッシュ・メディカル・ジャーナル』に掲載されました。 この研究によって明らかにされたことが、牛乳の摂取についての有力な説をいくつか生み出しました。 この研究では、スウェーデンに住む 10 万人以上を、20 年から 30 年間調査しました。 その結果、牛乳を飲む女性は、より骨折しやすいということがわかったのです。 さらに男女ともに牛乳を飲む人は、心臓病やガンになりやすい傾向が見られました。 これらの驚きの結果は、その他の研究でも明らかになっています。
責任ある医療のための医師委員会 （PCRM） は、牛乳の摂取による健康被害について述べています。 彼らは牛乳や乳製品には「骨に及ぼす良い効果はほとんど、あるいは全くない」と述べています。 さらに PCRM は、牛乳に関連する特定の問題を次のように挙げています。
「乳製品に含まれる乳タンパク質、乳糖、脂肪、飽和脂肪は、子どもの健康を害するリスクを高め、肥満、糖尿病、心臓病の発症を促す。」
これらは深刻な提言であり、調査結果を裏付けるにはさらなる研究が必要です。 しかし、牛乳を飲むことの健康効果が従来考えられていたほど高くないという点についての証拠は、増え続けています。 これらの提言がまぎれもない事実だと分かれば、それは牛乳が「不要」と言うべき時なのかもしれません。"
R557-CowsMilk,6,1,Japanese,jap-JPN,PISA
R557-CowsMilk,6,2,Japanese,jap-JPN,"産直ファーム乳業
牛乳は“不要”！"
R557-CowsMilk,6,3,Japanese,jap-JPN,"牛乳 問 4 / 7
右の「牛乳は“不要”！」を読んで、 下の問いの答えを入力してください。
ドクター・ガルザは、読者が「驚く」であろう研究結果をいくつか提示しています。
その中の一つを挙げてください。"
R557-CowsMilk,6,4,Japanese,jap-JPN,"www.farmtomarketdairy.com
産直ファーム乳業
会社概要
商品
栄養について
牛乳の栄養価　長所がいっぱい！
産直ファーム乳業の乳製品には、カルシウム、タンパク質、ビタミン D、ビタミン B12、リボフラビン、カリウムなどの極めて重要な栄養素が含まれています。 これらのビタミンやミネラルを含む産直ファーム乳業の乳製品は、健康的な食生活に欠かせない食品です。 産直ファーム乳業の乳製品を毎日摂取することで、体に必要なビタミンやミネラルを確実にとることができます。
産直ファーム乳業の乳製品には痩せやすくする効果があり、健康的な体重の維持に役立ちます。 牛乳は骨の強度と密度を高めます。 さらに循環器系疾患やガンの予防にも効果があります。 コップ 1 杯の牛乳は、ビタミン、ミネラルを豊富に含み、健康増進の成分が豊富に含まれているのです。
カリフォルニア大学アーバイン校で小児科学の臨床准教授を務める医学博士のビル・シアーズ氏によれば、牛乳で多くの重要な栄養素を手軽に摂ることができるそうです。 国際乳製品協会 （IDFA） もこの意見に賛同しています。 さらに IDFA は、保健の専門家や団体の多くもこれに同意していると述べています。
「牛乳には 9 種類の必須栄養素がすべて含まれています。 カルシウムやビタミン D の補給源として秀でているだけでなく、ビタミン A、タンパク質、カリウムの補給源としても優れています。 医師も乳製品を推奨しています。 健康的な食生活における乳製品の役割は、栄養学界と科学界において古くから確立されてきました。 その中には、米国骨粗しょう症財団、公衆衛生局長官、アメリカ国立衛生研究所、全米医師学術評議会をはじめとする、多くの主要な保健機関が含まれています。」
2007 年 9 月 27 日　国際乳製品協会 （IDFA）"
R557-CowsMilk,6,5,Japanese,jap-JPN,"www.healthjournal.com/milk
ヘルスジャーナル
牛乳は“不要”！
健康レポーター　ドクター・ R ・ガルザ
アメリカに住む多くの人々にとって、牛乳は生活に大きくかかわっています。 赤ちゃんは哺乳ビンで牛乳を飲みます。 子どもはシリアルに牛乳をかけて食べます。 大人も時々冷たい牛乳を好んで飲みます。 事実、世界のあちこちで、牛乳は人間の食生活に欠かせないものになっているのです。 しかし、よくあるアメリカの宣伝文句の、牛乳は「体に良いもの」という主張が、そうではないかもしれないことを示唆する調査が、次々に発表されています。
アメリカ農務省、全国酪農協議会、乳製品マネジメント株式会社やその他の機関は、牛乳を支持する活動に長年尽くしてきました。 彼らは、成人が 1 日あたり少なくとも 3 杯の牛乳を飲むことを推奨してきました。 しかし、ここ 10 年間で行われた研究の中には、骨を強くする効能などの牛乳の健康効果を疑問視するものがいくつかあります。 そうした結果に、あなたは驚くかもしれません。
牛乳を飲むことの影響に関する最も新しく最も重要な研究の一つが、2014  年10月発行の『ブリティッシュ・メディカル・ジャーナル』に掲載されました。 この研究によって明らかにされたことが、牛乳の摂取についての有力な説をいくつか生み出しました。 この研究では、スウェーデンに住む 10 万人以上を、20 年から 30 年間調査しました。 その結果、牛乳を飲む女性は、より骨折しやすいということがわかったのです。 さらに男女ともに牛乳を飲む人は、心臓病やガンになりやすい傾向が見られました。 これらの驚きの結果は、その他の研究でも明らかになっています。
責任ある医療のための医師委員会 （PCRM） は、牛乳の摂取による健康被害について述べています。 彼らは牛乳や乳製品には「骨に及ぼす良い効果はほとんど、あるいは全くない」と述べています。 さらに PCRM は、牛乳に関連する特定の問題を次のように挙げています。
「乳製品に含まれる乳タンパク質、乳糖、脂肪、飽和脂肪は、子どもの健康を害するリスクを高め、肥満、糖尿病、心臓病の発症を促す。」
これらは深刻な提言であり、調査結果を裏付けるにはさらなる研究が必要です。 しかし、牛乳を飲むことの健康効果が従来考えられていたほど高くないという点についての証拠は、増え続けています。 これらの提言がまぎれもない事実だと分かれば、それは牛乳が「不要」と言うべき時なのかもしれません。"
R557-CowsMilk,7,1,Japanese,jap-JPN,PISA
R557-CowsMilk,7,2,Japanese,jap-JPN,"産直ファーム乳業
牛乳は“不要”！"
R557-CowsMilk,7,3,Japanese,jap-JPN,"牛乳 問 5 / 7
右のタブをクリックすると、それぞれの資料を読むことができます。 下の表の中から、次の問いの答えをクリックしてください。
牛乳に関する二つの資料によると、下の表のそれぞれの文は事実または意見のどちらですか。 「事実」または「意見」のどちらかをクリックしてください。
下の文は事実または意見のどちらですか。
事実
意見
牛乳の健康効果に関する最近の研究は驚くべきものである。
研究によって、牛乳を飲むと健康に悪影響があることが分かった。
研究の中には、牛乳の骨を強くする効能を疑問視するものがいくつかある。
牛乳やその他の乳製品を摂取することは、痩せるのに最適の方法である。"
R557-CowsMilk,7,4,Japanese,jap-JPN,"www.farmtomarketdairy.com
産直ファーム乳業
会社概要
商品
栄養について
牛乳の栄養価　長所がいっぱい！
産直ファーム乳業の乳製品には、カルシウム、タンパク質、ビタミン D、ビタミン B12、リボフラビン、カリウムなどの極めて重要な栄養素が含まれています。 これらのビタミンやミネラルを含む産直ファーム乳業の乳製品は、健康的な食生活に欠かせない食品です。 産直ファーム乳業の乳製品を毎日摂取することで、体に必要なビタミンやミネラルを確実にとることができます。
産直ファーム乳業の乳製品には痩せやすくする効果があり、健康的な体重の維持に役立ちます。 牛乳は骨の強度と密度を高めます。 さらに循環器系疾患やガンの予防にも効果があります。 コップ 1 杯の牛乳は、ビタミン、ミネラルを豊富に含み、健康増進の成分が豊富に含まれているのです。
カリフォルニア大学アーバイン校で小児科学の臨床准教授を務める医学博士のビル・シアーズ氏によれば、牛乳で多くの重要な栄養素を手軽に摂ることができるそうです。 国際乳製品協会 （IDFA） もこの意見に賛同しています。 さらに IDFA は、保健の専門家や団体の多くもこれに同意していると述べています。
「牛乳には 9 種類の必須栄養素がすべて含まれています。 カルシウムやビタミン D の補給源として秀でているだけでなく、ビタミン A、タンパク質、カリウムの補給源としても優れています。 医師も乳製品を推奨しています。 健康的な食生活における乳製品の役割は、栄養学界と科学界において古くから確立されてきました。 その中には、米国骨粗しょう症財団、公衆衛生局長官、アメリカ国立衛生研究所、全米医師学術評議会をはじめとする、多くの主要な保健機関が含まれています。」
2007 年 9 月 27 日　国際乳製品協会 （IDFA）"
R557-CowsMilk,7,5,Japanese,jap-JPN,"www.healthjournal.com/milk
ヘルスジャーナル
牛乳は“不要”！
健康レポーター　ドクター・ R ・ガルザ
アメリカに住む多くの人々にとって、牛乳は生活に大きくかかわっています。 赤ちゃんは哺乳ビンで牛乳を飲みます。 子どもはシリアルに牛乳をかけて食べます。 大人も時々冷たい牛乳を好んで飲みます。 事実、世界のあちこちで、牛乳は人間の食生活に欠かせないものになっているのです。 しかし、よくあるアメリカの宣伝文句の、牛乳は「体に良いもの」という主張が、そうではないかもしれないことを示唆する調査が、次々に発表されています。
アメリカ農務省、全国酪農協議会、乳製品マネジメント株式会社やその他の機関は、牛乳を支持する活動に長年尽くしてきました。 彼らは、成人が 1 日あたり少なくとも 3 杯の牛乳を飲むことを推奨してきました。 しかし、ここ 10 年間で行われた研究の中には、骨を強くする効能などの牛乳の健康効果を疑問視するものがいくつかあります。 そうした結果に、あなたは驚くかもしれません。
牛乳を飲むことの影響に関する最も新しく最も重要な研究の一つが、2014  年10月発行の『ブリティッシュ・メディカル・ジャーナル』に掲載されました。 この研究によって明らかにされたことが、牛乳の摂取についての有力な説をいくつか生み出しました。 この研究では、スウェーデンに住む 10 万人以上を、20 年から 30 年間調査しました。 その結果、牛乳を飲む女性は、より骨折しやすいということがわかったのです。 さらに男女ともに牛乳を飲む人は、心臓病やガンになりやすい傾向が見られました。 これらの驚きの結果は、その他の研究でも明らかになっています。
責任ある医療のための医師委員会 （PCRM） は、牛乳の摂取による健康被害について述べています。 彼らは牛乳や乳製品には「骨に及ぼす良い効果はほとんど、あるいは全くない」と述べています。 さらに PCRM は、牛乳に関連する特定の問題を次のように挙げています。
「乳製品に含まれる乳タンパク質、乳糖、脂肪、飽和脂肪は、子どもの健康を害するリスクを高め、肥満、糖尿病、心臓病の発症を促す。」
これらは深刻な提言であり、調査結果を裏付けるにはさらなる研究が必要です。 しかし、牛乳を飲むことの健康効果が従来考えられていたほど高くないという点についての証拠は、増え続けています。 これらの提言がまぎれもない事実だと分かれば、それは牛乳が「不要」と言うべき時なのかもしれません。"
R557-CowsMilk,8,1,Japanese,jap-JPN,PISA
R557-CowsMilk,8,2,Japanese,jap-JPN,"産直ファーム乳業
牛乳は“不要”！"
R557-CowsMilk,8,3,Japanese,jap-JPN,"牛乳 問 6 / 7
右のタブをクリックすると、それぞれの資料を読むことができます。 下の問いの答えを一つクリックしてください。
二つの資料の筆者は、日頃の食生活における牛乳の役割について異なる意見をもっています。
それぞれの筆者の意見が異なっている主な点は何ですか。
牛乳が健康に及ぼす効果と、人間の食生活における牛乳の役割
牛乳に含まれるビタミンとミネラルの数
定期的に消費するのに最適な乳製品
牛乳に関する第一人者の機関"
R557-CowsMilk,8,4,Japanese,jap-JPN,"www.farmtomarketdairy.com
産直ファーム乳業
会社概要
商品
栄養について
牛乳の栄養価　長所がいっぱい！
産直ファーム乳業の乳製品には、カルシウム、タンパク質、ビタミン D、ビタミン B12、リボフラビン、カリウムなどの極めて重要な栄養素が含まれています。 これらのビタミンやミネラルを含む産直ファーム乳業の乳製品は、健康的な食生活に欠かせない食品です。 産直ファーム乳業の乳製品を毎日摂取することで、体に必要なビタミンやミネラルを確実にとることができます。
産直ファーム乳業の乳製品には痩せやすくする効果があり、健康的な体重の維持に役立ちます。 牛乳は骨の強度と密度を高めます。 さらに循環器系疾患やガンの予防にも効果があります。 コップ 1 杯の牛乳は、ビタミン、ミネラルを豊富に含み、健康増進の成分が豊富に含まれているのです。
カリフォルニア大学アーバイン校で小児科学の臨床准教授を務める医学博士のビル・シアーズ氏によれば、牛乳で多くの重要な栄養素を手軽に摂ることができるそうです。 国際乳製品協会 （IDFA） もこの意見に賛同しています。 さらに IDFA は、保健の専門家や団体の多くもこれに同意していると述べています。
「牛乳には 9 種類の必須栄養素がすべて含まれています。 カルシウムやビタミン D の補給源として秀でているだけでなく、ビタミン A、タンパク質、カリウムの補給源としても優れています。 医師も乳製品を推奨しています。 健康的な食生活における乳製品の役割は、栄養学界と科学界において古くから確立されてきました。 その中には、米国骨粗しょう症財団、公衆衛生局長官、アメリカ国立衛生研究所、全米医師学術評議会をはじめとする、多くの主要な保健機関が含まれています。」
2007 年 9 月 27 日　国際乳製品協会 （IDFA）"
R557-CowsMilk,8,5,Japanese,jap-JPN,"www.healthjournal.com/milk
ヘルスジャーナル
牛乳は“不要”！
健康レポーター　ドクター・ R ・ガルザ
アメリカに住む多くの人々にとって、牛乳は生活に大きくかかわっています。 赤ちゃんは哺乳ビンで牛乳を飲みます。 子どもはシリアルに牛乳をかけて食べます。 大人も時々冷たい牛乳を好んで飲みます。 事実、世界のあちこちで、牛乳は人間の食生活に欠かせないものになっているのです。 しかし、よくあるアメリカの宣伝文句の、牛乳は「体に良いもの」という主張が、そうではないかもしれないことを示唆する調査が、次々に発表されています。
アメリカ農務省、全国酪農協議会、乳製品マネジメント株式会社やその他の機関は、牛乳を支持する活動に長年尽くしてきました。 彼らは、成人が 1 日あたり少なくとも 3 杯の牛乳を飲むことを推奨してきました。 しかし、ここ 10 年間で行われた研究の中には、骨を強くする効能などの牛乳の健康効果を疑問視するものがいくつかあります。 そうした結果に、あなたは驚くかもしれません。
牛乳を飲むことの影響に関する最も新しく最も重要な研究の一つが、2014  年10月発行の『ブリティッシュ・メディカル・ジャーナル』に掲載されました。 この研究によって明らかにされたことが、牛乳の摂取についての有力な説をいくつか生み出しました。 この研究では、スウェーデンに住む 10 万人以上を、20 年から 30 年間調査しました。 その結果、牛乳を飲む女性は、より骨折しやすいということがわかったのです。 さらに男女ともに牛乳を飲む人は、心臓病やガンになりやすい傾向が見られました。 これらの驚きの結果は、その他の研究でも明らかになっています。
責任ある医療のための医師委員会 （PCRM） は、牛乳の摂取による健康被害について述べています。 彼らは牛乳や乳製品には「骨に及ぼす良い効果はほとんど、あるいは全くない」と述べています。 さらに PCRM は、牛乳に関連する特定の問題を次のように挙げています。
「乳製品に含まれる乳タンパク質、乳糖、脂肪、飽和脂肪は、子どもの健康を害するリスクを高め、肥満、糖尿病、心臓病の発症を促す。」
これらは深刻な提言であり、調査結果を裏付けるにはさらなる研究が必要です。 しかし、牛乳を飲むことの健康効果が従来考えられていたほど高くないという点についての証拠は、増え続けています。 これらの提言がまぎれもない事実だと分かれば、それは牛乳が「不要」と言うべき時なのかもしれません。"
R557-CowsMilk,9,1,Japanese,jap-JPN,PISA
R557-CowsMilk,9,2,Japanese,jap-JPN,"産直ファーム乳業
牛乳は“不要”！"
R557-CowsMilk,9,3,Japanese,jap-JPN,"牛乳 問 7 / 7
右のタブをクリックすると、それぞれの資料を読むことができます。 下の問いの答えを一つクリックし、その理由を入力してください。
アナ、クリス、サムの 3 人は、二つの資料について話をしています。
クリス：コーヒーショップの店長がどうしようと、僕はこれからも毎日牛乳を飲むよ。 本当に体にいいんだから。
アナ：私は逆よ！ もし体に良くないなら、これからは牛乳を飲む量をうんと少なくするわ。
サム：僕は何とも言えないな。結論を出す前に、もっと知る必要があると思うよ。
あなたは誰の意見に賛成しますか。
クリス
アナ
サム
どちらか、または両方の資料にある情報を挙げて、 その理由を説明してください。"
R557-CowsMilk,9,4,Japanese,jap-JPN,"www.farmtomarketdairy.com
産直ファーム乳業
会社概要
商品
栄養について
牛乳の栄養価　長所がいっぱい！
産直ファーム乳業の乳製品には、カルシウム、タンパク質、ビタミン D、ビタミン B12、リボフラビン、カリウムなどの極めて重要な栄養素が含まれています。 これらのビタミンやミネラルを含む産直ファーム乳業の乳製品は、健康的な食生活に欠かせない食品です。 産直ファーム乳業の乳製品を毎日摂取することで、体に必要なビタミンやミネラルを確実にとることができます。
産直ファーム乳業の乳製品には痩せやすくする効果があり、健康的な体重の維持に役立ちます。 牛乳は骨の強度と密度を高めます。 さらに循環器系疾患やガンの予防にも効果があります。 コップ 1 杯の牛乳は、ビタミン、ミネラルを豊富に含み、健康増進の成分が豊富に含まれているのです。
カリフォルニア大学アーバイン校で小児科学の臨床准教授を務める医学博士のビル・シアーズ氏によれば、牛乳で多くの重要な栄養素を手軽に摂ることができるそうです。 国際乳製品協会 （IDFA） もこの意見に賛同しています。 さらに IDFA は、保健の専門家や団体の多くもこれに同意していると述べています。
「牛乳には 9 種類の必須栄養素がすべて含まれています。 カルシウムやビタミン D の補給源として秀でているだけでなく、ビタミン A、タンパク質、カリウムの補給源としても優れています。 医師も乳製品を推奨しています。 健康的な食生活における乳製品の役割は、栄養学界と科学界において古くから確立されてきました。 その中には、米国骨粗しょう症財団、公衆衛生局長官、アメリカ国立衛生研究所、全米医師学術評議会をはじめとする、多くの主要な保健機関が含まれています。」
2007 年 9 月 27 日　国際乳製品協会 （IDFA）"
R557-CowsMilk,9,5,Japanese,jap-JPN,"www.healthjournal.com/milk
ヘルスジャーナル
牛乳は“不要”！
健康レポーター　ドクター・ R ・ガルザ
アメリカに住む多くの人々にとって、牛乳は生活に大きくかかわっています。 赤ちゃんは哺乳ビンで牛乳を飲みます。 子どもはシリアルに牛乳をかけて食べます。 大人も時々冷たい牛乳を好んで飲みます。 事実、世界のあちこちで、牛乳は人間の食生活に欠かせないものになっているのです。 しかし、よくあるアメリカの宣伝文句の、牛乳は「体に良いもの」という主張が、そうではないかもしれないことを示唆する調査が、次々に発表されています。
アメリカ農務省、全国酪農協議会、乳製品マネジメント株式会社やその他の機関は、牛乳を支持する活動に長年尽くしてきました。 彼らは、成人が 1 日あたり少なくとも 3 杯の牛乳を飲むことを推奨してきました。 しかし、ここ 10 年間で行われた研究の中には、骨を強くする効能などの牛乳の健康効果を疑問視するものがいくつかあります。 そうした結果に、あなたは驚くかもしれません。
牛乳を飲むことの影響に関する最も新しく最も重要な研究の一つが、2014  年10月発行の『ブリティッシュ・メディカル・ジャーナル』に掲載されました。 この研究によって明らかにされたことが、牛乳の摂取についての有力な説をいくつか生み出しました。 この研究では、スウェーデンに住む 10 万人以上を、20 年から 30 年間調査しました。 その結果、牛乳を飲む女性は、より骨折しやすいということがわかったのです。 さらに男女ともに牛乳を飲む人は、心臓病やガンになりやすい傾向が見られました。 これらの驚きの結果は、その他の研究でも明らかになっています。
責任ある医療のための医師委員会 （PCRM） は、牛乳の摂取による健康被害について述べています。 彼らは牛乳や乳製品には「骨に及ぼす良い効果はほとんど、あるいは全くない」と述べています。 さらに PCRM は、牛乳に関連する特定の問題を次のように挙げています。
「乳製品に含まれる乳タンパク質、乳糖、脂肪、飽和脂肪は、子どもの健康を害するリスクを高め、肥満、糖尿病、心臓病の発症を促す。」
これらは深刻な提言であり、調査結果を裏付けるにはさらなる研究が必要です。 しかし、牛乳を飲むことの健康効果が従来考えられていたほど高くないという点についての証拠は、増え続けています。 これらの提言がまぎれもない事実だと分かれば、それは牛乳が「不要」と言うべき時なのかもしれません。"
R557-CowsMilk,10,1,Japanese,jap-JPN,PISA
R557-CowsMilk,10,2,Japanese,jap-JPN,"産直ファーム乳業
牛乳は“不要”！"
