unit,page,part,language_name,lang_code,text
MAT/MA123-SolarSystem,2,1,Arabic,ara-ARE,الآلة الحاسبةclose
MAT/MA123-SolarSystem,2,2,Arabic,ara-ARE,PISA 2022
MAT/MA123-SolarSystem,2,3,Arabic,ara-ARE,"النظام الشمسي
يوضّح الجدول أدناه متوسط المسافة من الشمس إلى الكواكب الأولية بالوحدات الفلكية (au).
1 وحدة فلكية (au) تساوي تقريبًا 150 مليون كيلومتر.
الكوكب
متوسط المسافة من الشمس بالوحدة الفلكية (au)
عطارد
0.39
الزُهرة
0.72
الأرض
1.00
المريخ
1.52
المُشتري
5.20
زُحَل
9.58
أورانوس
19.20
نبتون
30.05"
MAT/MA123-SolarSystem,2,4,Arabic,ara-ARE,"النظام الشمسي  سؤال 2 / 2
ارجع إلى ""النظام الشمسي"" على الجانب الأيسر. انقر على أحد الخيارات للإجابة عن السؤال.
في المتوسط، كم مليون كيلومتر تقريبًا يَبْعُد كوكب نبتون عن الشمس؟
5 مليون (‎(km‬
‪‎ (km)   ‏30 مليون ‬
‪‎(km)   ‏180 مليون
‪ ‎‪(km)   ‏4500 مليون‎‎"
MAT/MA123-SolarSystem,2,5,Arabic,ara-ARE,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA123-SolarSystem,3,1,Arabic,ara-ARE,الآلة الحاسبةclose
MAT/MA123-SolarSystem,3,2,Arabic,ara-ARE,PISA 2022
MAT/MA123-SolarSystem,3,3,Arabic,ara-ARE,"النظام الشمسي
يوضّح الجدول أدناه متوسط المسافة من الشمس إلى الكواكب الأولية بالوحدات الفلكية (au).
1 وحدة فلكية (au) تساوي تقريبًا 150 مليون كيلومتر.
الكوكب
متوسط المسافة من الشمس بالوحدة الفلكية (au)
عطارد
0.39
الزُهرة
0.72
الأرض
1.00
المريخ
1.52
المُشتري
5.20
زُحَل
9.58
أورانوس
19.20
نبتون
30.05"
MAT/MA123-SolarSystem,3,4,Arabic,ara-ARE,"النظام الشمسي  سؤال 2 / 2
ارجع إلى ""النظام الشمسي"" على الجانب الأيسر. انقر على أحد الخيارات للإجابة عن السؤال.
في المتوسط، كم مليون كيلومتر تقريبًا يَبْعُد كوكب نبتون عن الشمس؟
5 مليون (‎(km‬
‪‎ (km)   ‏30 مليون ‬
‪‎(km)   ‏180 مليون
‪ ‎‪(km)   ‏4500 مليون‎‎"
MAT/MA123-SolarSystem,3,5,Arabic,ara-ARE,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA123-SolarSystem,1,1,Azerbaijani / Azeri,aze-QAZ,Kalkulyatorclose
MAT/MA123-SolarSystem,1,2,Azerbaijani / Azeri,aze-QAZ,PISA 2022
MAT/MA123-SolarSystem,1,3,Azerbaijani / Azeri,aze-QAZ,"GÜNƏŞ SİSTEMİ
Aşağıdakı cədvəldə Günəşdən əsas planetlərə olan orta məsafə Astronomik Vahidlərlə (av) göstərilib.
1 av təxminən 150 milyon kilometrdir.
Planet
Günəşdən orta məsafə (av ilə)
Merkuri
0,39
Venera
0,72
Yer kürəsi
1,00
Mars
1,52
Yupiter
5,20
Saturn
9,58
Uran
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,1,4,Azerbaijani / Azeri,aze-QAZ,"Günəş Sistemi  Sual 1 / 2
Sağdakı ""Günəş Sistemi""-nə istinad edin. Suala cavab vermək üçün daşıyın və qoyun funksiyasından istifadə edin.
Aşağıdakı model üç planet arasındakı orta məsafəni göstərir. (Planetlər və model miqyas nəzərə alınmadan çəkilib.)
4,38 av
9,62 av
Verilən məsafələrə əsasən, hansı planetlər bu modelə aiddir? Düzgün üç planeti düzgün sıra ilə daşıyıb yerinə qoyun. Cavabınızı dəyişmək üçün əvvəl yerləşdirdiyiniz planeti çıxarın.
Merkuri
Venera
Yer kürəsi
Mars
Yupiter
Saturn
Uran
Neptun"
MAT/MA123-SolarSystem,1,5,Azerbaijani / Azeri,aze-QAZ,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,2,1,Azerbaijani / Azeri,aze-QAZ,Kalkulyatorclose
MAT/MA123-SolarSystem,2,2,Azerbaijani / Azeri,aze-QAZ,PISA 2022
MAT/MA123-SolarSystem,2,3,Azerbaijani / Azeri,aze-QAZ,"GÜNƏŞ SİSTEMİ
Aşağıdakı cədvəldə Günəşdən əsas planetlərə olan orta məsafə Astronomik Vahidlərlə (av) göstərilib.
1 av təxminən 150 milyon kilometrdir.
Planet
Günəşdən orta məsafə (av ilə)
Merkuri
0,39
Venera
0,72
Yer kürəsi
1,00
Mars
1,52
Yupiter
5,20
Saturn
9,58
Uran
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,2,4,Azerbaijani / Azeri,aze-QAZ,"Günəş Sistemi  Sual 2 / 2
Sağdakı ""Günəş Sistemi""-nə istinad edin. Suala cavab vermək üçün seçiminizi klikləyin.
Orta hesabla Günəş ilə Neptun arasındakı məsafə neçə milyon kilometrdir?
5 milyon km
30 milyon km
180 milyon km
4500 milyon km"
MAT/MA123-SolarSystem,2,5,Azerbaijani / Azeri,aze-QAZ,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,3,1,Azerbaijani / Azeri,aze-QAZ,Kalkulyatorclose
MAT/MA123-SolarSystem,3,2,Azerbaijani / Azeri,aze-QAZ,PISA 2022
MAT/MA123-SolarSystem,3,3,Azerbaijani / Azeri,aze-QAZ,"GÜNƏŞ SİSTEMİ
Aşağıdakı cədvəldə Günəşdən əsas planetlərə olan orta məsafə Astronomik Vahidlərlə (av) göstərilib.
1 av təxminən 150 milyon kilometrdir.
Planet
Günəşdən orta məsafə (av ilə)
Merkuri
0,39
Venera
0,72
Yer kürəsi
1,00
Mars
1,52
Yupiter
5,20
Saturn
9,58
Uran
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,3,4,Azerbaijani / Azeri,aze-QAZ,"Günəş Sistemi  Sual 2 / 2
Sağdakı ""Günəş Sistemi""-nə istinad edin. Suala cavab vermək üçün seçiminizi klikləyin.
Orta hesabla Günəş ilə Neptun arasındakı məsafə neçə milyon kilometrdir?
5 milyon km
30 milyon km
180 milyon km
4500 milyon km"
MAT/MA123-SolarSystem,3,5,Azerbaijani / Azeri,aze-QAZ,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,1,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA123-SolarSystem,1,2,Basque,eus-ESP,PISA
MAT/MA123-SolarSystem,1,3,Basque,eus-ESP,"EGUZKI SISTEMA
Beheko taulan erakusten da Eguzkitik planeta primarioetarako batez besteko distantzia, unitate astronomikoetan (UA).
1 UA, gutxi gorabehera, 150 milioi kilometro dira.
Planeta
Eguzkitik batez besteko distantzia, UA-tan
Merkurio
0,39
Venus
0,72
Lurra
1,00
Marte
1,52
Jupiter
5,20
Saturno
9,58
Urano
19,20
Neptuno
30,05"
MAT/MA123-SolarSystem,1,4,Basque,eus-ESP,"Eguzki-sistema  Galdera 1 / 2
Begiratu ""Eguzki-sistema"" egoerari eskuinean. Erabili arrastatu eta askatu, galderari erantzuteko.
Honako eredu honek erakusten du hiru planeten arteko batez besteko distantzia. (Planetak eta eredua ez daude eskalan marraztuta).
4,38 UA
9,62 UA
Emandako distantzietan oinarrituta, zer planeta dagozkio ereduari? Arrastatu hiru planetak ordena zuzenean. Erantzun bat aldatzeko, lehenik, arrastatu aurreko planeta kanpora.
Merkurio
Venus
Lurra
Marte
Jupiter
Saturno
Urano
Neptuno"
MAT/MA123-SolarSystem,1,5,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA123-SolarSystem,2,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA123-SolarSystem,2,2,Basque,eus-ESP,PISA
MAT/MA123-SolarSystem,2,3,Basque,eus-ESP,"EGUZKI SISTEMA
Beheko taulan erakusten da Eguzkitik planeta primarioetarako batez besteko distantzia, unitate astronomikoetan (UA).
1 UA, gutxi gorabehera, 150 milioi kilometro dira.
Planeta
Eguzkitik batez besteko distantzia, UA-tan
Merkurio
0,39
Venus
0,72
Lurra
1,00
Marte
1,52
Jupiter
5,20
Saturno
9,58
Urano
19,20
Neptuno
30,05"
MAT/MA123-SolarSystem,2,4,Basque,eus-ESP,"Eguzki-sistema  Galdera 2 / 2
Begiratu ""Eguzki-sistema"" egoerari eskuinean. Egin klik aukera batean, galderari erantzuteko.
Zenbat milioi kilometro daude, batez beste, Eguzkiaren eta Neptuno planetaren artean, gutxi gorabehera?
5 milioi km
30 milioi km
180 milioi km
4500 milioi km"
MAT/MA123-SolarSystem,2,5,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA123-SolarSystem,3,1,Basque,eus-ESP,Kalkulagailuaclose
MAT/MA123-SolarSystem,3,2,Basque,eus-ESP,PISA
MAT/MA123-SolarSystem,3,3,Basque,eus-ESP,"EGUZKI SISTEMA
Beheko taulan erakusten da Eguzkitik planeta primarioetarako batez besteko distantzia, unitate astronomikoetan (UA).
1 UA, gutxi gorabehera, 150 milioi kilometro dira.
Planeta
Eguzkitik batez besteko distantzia, UA-tan
Merkurio
0,39
Venus
0,72
Lurra
1,00
Marte
1,52
Jupiter
5,20
Saturno
9,58
Urano
19,20
Neptuno
30,05"
MAT/MA123-SolarSystem,3,4,Basque,eus-ESP,"Eguzki-sistema  Galdera 2 / 2
Begiratu ""Eguzki-sistema"" egoerari eskuinean. Egin klik aukera batean, galderari erantzuteko.
Zenbat milioi kilometro daude, batez beste, Eguzkiaren eta Neptuno planetaren artean, gutxi gorabehera?
5 milioi km
30 milioi km
180 milioi km
4500 milioi km"
MAT/MA123-SolarSystem,3,5,Basque,eus-ESP,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA123-SolarSystem,1,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA123-SolarSystem,1,2,Bokmål,nob-NOR,PISA
MAT/MA123-SolarSystem,1,3,Bokmål,nob-NOR,"SOLSYSTEMET
Tabellen nedenfor viser den gjennomsnittlige avstanden mellom sola og de følgende planetene i astronomiske enheter (AU).
1 AU er omtrent 150 millioner kilometer.
Planet
Gjennomsnittlig avstand fra sola i AU
Merkur
0,39
Venus
0,72
Jorda
1,00
Mars
1,52
Jupiter
5,20
Saturn
9,58
Uranus
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,1,4,Bokmål,nob-NOR,"Solsystemet  Spørsmål 1 / 2
Les ""Solsystemet"" til høyre. Svar på spørsmålet ved å bruke dra og slipp.
Modellen nedenfor viser de gjennomsnittlige avstandene mellom tre planeter. (Planetene og modellen er ikke i riktig målestokk.)
4,38 AU
9,62 AU
Ut ifra avstandene som er oppgitt, hvilke av planetene passer inn i modellen? Dra de tre riktige planetene til riktig plass. For å endre et svar, må du først dra den forrige planeten ut.
Merkur
Venus
Jorda
Mars
Jupiter
Saturn
Uranus
Neptun"
MAT/MA123-SolarSystem,1,5,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,2,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA123-SolarSystem,2,2,Bokmål,nob-NOR,PISA
MAT/MA123-SolarSystem,2,3,Bokmål,nob-NOR,"SOLSYSTEMET
Tabellen nedenfor viser den gjennomsnittlige avstanden mellom sola og de følgende planetene i astronomiske enheter (AU).
1 AU er omtrent 150 millioner kilometer.
Planet
Gjennomsnittlig avstand fra sola i AU
Merkur
0,39
Venus
0,72
Jorda
1,00
Mars
1,52
Jupiter
5,20
Saturn
9,58
Uranus
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,2,4,Bokmål,nob-NOR,"Solsystemet  Spørsmål 2 / 2
Les ""Solsystemet"" til høyre. Svar på spørsmålet ved å klikke på et av alternativene.
Omtrent hvor mange millioner kilometer fra sola er planeten Neptun, i gjennomsnitt?
5 millioner km
30 millioner km
180 millioner km
4500 millioner km"
MAT/MA123-SolarSystem,2,5,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,3,1,Bokmål,nob-NOR,Kalkulatorclose
MAT/MA123-SolarSystem,3,2,Bokmål,nob-NOR,PISA
MAT/MA123-SolarSystem,3,3,Bokmål,nob-NOR,"SOLSYSTEMET
Tabellen nedenfor viser den gjennomsnittlige avstanden mellom sola og de følgende planetene i astronomiske enheter (AU).
1 AU er omtrent 150 millioner kilometer.
Planet
Gjennomsnittlig avstand fra sola i AU
Merkur
0,39
Venus
0,72
Jorda
1,00
Mars
1,52
Jupiter
5,20
Saturn
9,58
Uranus
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,3,4,Bokmål,nob-NOR,"Solsystemet  Spørsmål 2 / 2
Les ""Solsystemet"" til høyre. Svar på spørsmålet ved å klikke på et av alternativene.
Omtrent hvor mange millioner kilometer fra sola er planeten Neptun, i gjennomsnitt?
5 millioner km
30 millioner km
180 millioner km
4500 millioner km"
MAT/MA123-SolarSystem,3,5,Bokmål,nob-NOR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,1,1,Bosnian,bos-BIH,Digitronclose
MAT/MA123-SolarSystem,1,2,Bosnian,bos-BIH,PISA 2022
MAT/MA123-SolarSystem,1,3,Bosnian,bos-BIH,"SUNČEV SISTEM
Donja tabela pokazuje prosječnu udaljenost primarnih planeta od Sunca u astronomskim jedinicama (AJ).
1 AJ je približno 150 miliona kilometara.
Planeta
Prosječna udaljenost od Sunca u AJ
Merkur
0,39
Venera
0,72
Zemlja
1,00
Mars
1,52
Jupiter
5,20
Saturn
9,58
Uran
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,1,4,Bosnian,bos-BIH,"Sunčev sistem  Pitanje 1 / 2
Koristi informacije iz teksta „Sunčev sistem“ s desne strane. Odgovori na pitanje koristeći funkciju „prevuci i postavi“.
Sljedeći model prikazuje prosječnu udaljenost između tri planete. (Planete i model na crtežu nijesu srazmjerni.)
4,38 AJ
9,62 AJ
Na osnovu datih udaljenosti, koje planete pripadaju modelu? Prevuci tri odgovarajuće planete tačnim redosljedom. Da promijeniš odgovor, najprije izbaci prethodnu planetu prevlačenjem.
Merkur
Venera
Zemlja
Mars
Jupiter
Saturn
Uran
Neptun"
MAT/MA123-SolarSystem,1,5,Bosnian,bos-BIH,"C
(
)
x2
yx
√x
1/x
π
:
7
8
9
·
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,2,1,Bosnian,bos-BIH,Digitronclose
MAT/MA123-SolarSystem,2,2,Bosnian,bos-BIH,PISA 2022
MAT/MA123-SolarSystem,2,3,Bosnian,bos-BIH,"SUNČEV SISTEM
Donja tabela pokazuje prosječnu udaljenost primarnih planeta od Sunca u astronomskim jedinicama (AJ).
1 AJ je približno 150 miliona kilometara.
Planeta
Prosječna udaljenost od Sunca u AJ
Merkur
0,39
Venera
0,72
Zemlja
1,00
Mars
1,52
Jupiter
5,20
Saturn
9,58
Uran
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,2,4,Bosnian,bos-BIH,"Sunčev sistem  Pitanje 2 / 2
Koristi informacije iz teksta „Sunčev sistem“ s desne strane. Odgovori na pitanje klikom na jednu od ponuđenih opcija.
U prosjeku, koliko je miliona kilometara približno planeta Neptun udaljena od Sunca?
5 miliona km
30 miliona km
180 miliona km
4 500 miliona km"
MAT/MA123-SolarSystem,2,5,Bosnian,bos-BIH,"C
(
)
x2
yx
√x
1/x
π
:
7
8
9
·
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,3,1,Bosnian,bos-BIH,Digitronclose
MAT/MA123-SolarSystem,3,2,Bosnian,bos-BIH,PISA 2022
MAT/MA123-SolarSystem,3,3,Bosnian,bos-BIH,"SUNČEV SISTEM
Donja tabela pokazuje prosječnu udaljenost primarnih planeta od Sunca u astronomskim jedinicama (AJ).
1 AJ je približno 150 miliona kilometara.
Planeta
Prosječna udaljenost od Sunca u AJ
Merkur
0,39
Venera
0,72
Zemlja
1,00
Mars
1,52
Jupiter
5,20
Saturn
9,58
Uran
19,20
Neptun
30,05"
MAT/MA123-SolarSystem,3,4,Bosnian,bos-BIH,"Sunčev sistem  Pitanje 2 / 2
Koristi informacije iz teksta „Sunčev sistem“ s desne strane. Odgovori na pitanje klikom na jednu od ponuđenih opcija.
U prosjeku, koliko je miliona kilometara približno planeta Neptun udaljena od Sunca?
5 miliona km
30 miliona km
180 miliona km
4 500 miliona km"
MAT/MA123-SolarSystem,3,5,Bosnian,bos-BIH,"C
(
)
x2
yx
√x
1/x
π
:
7
8
9
·
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,1,1,Bulgarian,bul-BGR,Калкулаторclose
MAT/MA123-SolarSystem,1,2,Bulgarian,bul-BGR,PISA
MAT/MA123-SolarSystem,1,3,Bulgarian,bul-BGR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,1,4,Bulgarian,bul-BGR,"Слънчева система  Въпрос 1 / 2
Използвайте ""Слънчева система"" вдясно. Използвайте функцията ""влачене и пускане"", за да отговорите на въпроса.
Схемата показва средното разстояние между три планети. (Планетите и схемата не са в мащаб.)
4,38 AU
9,62 AU
Кои планети трябва да са на схемата според дадените разстояния? Като използвате функцията ""влачене и пускане"", поставете трите планети в правилния ред. За да промените отговора си, чрез влачене преместете планетата (обратно) на първоначалното ѝ място.
Меркурий
Венера
Земя
Марс
Юпитер
Сатурн
Уран
Нептун"
MAT/MA123-SolarSystem,1,5,Bulgarian,bul-BGR,"СЛЪНЧЕВА СИСТЕМА
Таблицата показва средното разстояние от Слънцето до следните планети в астрономически единици (AU).
1 AU е приблизително равна на 150 милиона километра.
Планета
Средно разстояние от Слънцето в AU
Меркурий
0,39
Венера
0,72
Земя
1,00
Марс
1,52
Юпитер
5,20
Сатурн
9,58
Уран
19,20
Нептун
30,05"
MAT/MA123-SolarSystem,2,1,Bulgarian,bul-BGR,Калкулаторclose
MAT/MA123-SolarSystem,2,2,Bulgarian,bul-BGR,PISA
MAT/MA123-SolarSystem,2,3,Bulgarian,bul-BGR,"Слънчева система  Въпрос 2 / 2
Използвайте ""Слънчева система"" вдясно. Кликнете върху отговора, който смятате за правилен.
Колко милиона километра е приблизителното средно разстояние между Слънцето и Нептун?
5 милиона km
30 милиона km
180 милиона km
4500 милиона km"
MAT/MA123-SolarSystem,2,4,Bulgarian,bul-BGR,"СЛЪНЧЕВА СИСТЕМА
Таблицата показва средното разстояние от Слънцето до следните планети в астрономически единици (AU).
1 AU е приблизително равна на 150 милиона километра.
Планета
Средно разстояние от Слънцето в AU
Меркурий
0,39
Венера
0,72
Земя
1,00
Марс
1,52
Юпитер
5,20
Сатурн
9,58
Уран
19,20
Нептун
30,05"
MAT/MA123-SolarSystem,2,5,Bulgarian,bul-BGR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,3,1,Bulgarian,bul-BGR,Калкулаторclose
MAT/MA123-SolarSystem,3,2,Bulgarian,bul-BGR,PISA
MAT/MA123-SolarSystem,3,3,Bulgarian,bul-BGR,"Слънчева система  Въпрос 2 / 2
Използвайте ""Слънчева система"" вдясно. Кликнете върху отговора, който смятате за правилен.
Колко милиона километра е приблизителното средно разстояние между Слънцето и Нептун?
5 милиона km
30 милиона km
180 милиона km
4500 милиона km"
MAT/MA123-SolarSystem,3,4,Bulgarian,bul-BGR,"СЛЪНЧЕВА СИСТЕМА
Таблицата показва средното разстояние от Слънцето до следните планети в астрономически единици (AU).
1 AU е приблизително равна на 150 милиона километра.
Планета
Средно разстояние от Слънцето в AU
Меркурий
0,39
Венера
0,72
Земя
1,00
Марс
1,52
Юпитер
5,20
Сатурн
9,58
Уран
19,20
Нептун
30,05"
MAT/MA123-SolarSystem,3,5,Bulgarian,bul-BGR,"C
(
)
x2
yx
√x
1/x
π
÷
7
8
9
x
4
5
6
–
1
2
3
+
0
,
+/-
="
MAT/MA123-SolarSystem,1,1,Catalan,cat-ESP,Calculadoraclose
MAT/MA123-SolarSystem,1,2,Catalan,cat-ESP,PISA
MAT/MA123-SolarSystem,1,3,Catalan,cat-ESP,"SISTEMA SOLAR
La taula següent mostra la distància mitjana del Sol als planetes següents en unitats astronòmiques (ua).
1 ua és aproximadament 150 milions de quilòmetres.
Planeta
Distància mitjana del Sol en ua
Mercuri
0,39
Venus
0,72
Terra
1,00
Mart
1,52
Júpiter
5,20
Saturn
9,58
Urà
19,20
Neptú
30,05"
MAT/MA123-SolarSystem,1,4,Catalan,cat-ESP,"Sistema solar  Pregunta 1 / 2
Consulta ""Sistema solar"" a la dreta. Utilitza la funció d'arrossegar i deixar anar per respondre a la pregunta.
El model següent mostra les distàncies mitjanes entre tres planetes. (Els planetes i el model no estan dibuixats a escala.)
4,38 ua
9,62 ua
Segons les distàncies que es donen, quins planetes corresponen al model? Arrossega els tres planetes correctes en l'ordre correcte. Per canviar una resposta, primer arrossega el planeta anterior a la seva posició original.
Mercuri
Venus
Terra
Mart
Júpiter
Saturn
Urà
Neptú"
MAT/MA123-SolarSystem,1,5,Catalan,cat-ESP,"C
(
)
x2
yx
√x
1/x
π
/
7
8
9
x
4
5
6
–
1
2
3
+
0
.
+/-
="
MAT/MA123-SolarSystem,2,1,Catalan,cat-ESP,Calculadoraclose
MAT/MA123-SolarSystem,2,2,Catalan,cat-ESP,PISA
